what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678048274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678048428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678057920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678065599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678068725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678078060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678078355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678082139
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1746678084167
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1746678084169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678084926
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1746678092411
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1746678095772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678105305
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1746678105341
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1746678107925
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1746678108347
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1746678108368
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1746678110715
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/d/D_Documents/HK6/SOC/SM4_V1/Software/SM4_V1/SM4_V1.elf] return code: 4, 'other error'",1746678114127
error,log,,,"Downloading ELF Process failed",1746678114129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678114157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678119830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678125014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678126759
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1746678127156
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1746678129132
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1746678129583
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1746678131805
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1746678134703
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1746678143356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1746678144315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1746678145010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678147789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678304982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678348903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678352728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1746678353435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1746678353983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1746678354741
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1746678358135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678360062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678362701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678369935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678371686
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1746678372082
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1746678374081
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1746678374541
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1746678376756
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1746678379644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1746678400332
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1746678405974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678406608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678418382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1746678419673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1746678419993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678420418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678471301
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1746678472766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1746678473005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1746678473574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1746678474048
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1746678476404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678477874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678480501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678483828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678485418
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1746678485799
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1746678487801
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1746678488287
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1746678490430
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1746678490512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678510347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678512430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678513069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678537132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678547007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678547640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678548022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678568369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678574761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678575691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1746678609994
